	id,Created by	Country,Airport Name,City,ICAO),
(1082,4,42,"São Pedro Airport","Sao Vicente Island","GVSV"),
(1083,4,72,"Addis Ababa Bole International Airport","Addis Ababa","HAAB"),
(1084,4,72,"Lideta Army Airport","Addis Ababa","HAAL"),
(1085,4,72,"Arba Minch Airport","Arba Minch","HAAM"),
(1086,4,72,"Axum Airport","Axum","HAAX"),
(1087,4,72,"Bahir Dar Airport","Bahar Dar","HABD"),
(1088,4,72,"Aba Tenna Dejazmach Yilma International Airport","Dire Dawa","HADR"),
(1089,4,72,"Gambella Airport","Gambella","HAGM"),
(1090,4,72,"Gonder Airport","Gondar","HAGN"),
(1091,4,72,"Jimma Airport","Jimma","HAJM"),
(1092,4,72,"Lalibella Airport","Lalibella","HALL"),
(1093,4,72,"Mekele Airport","Makale","HAMK"),
(1094,4,72,"Asosa Airport","Asosa","HASO"),
(1095,4,38,"Bujumbura International Airport","Bujumbura","HBBA"),
(1096,4,206,"Egal International Airport","Hargeisa","HCMH"),
(1097,4,206,"Berbera Airport","Berbera","HCMI"),
(1098,4,206,"Kisimayu Airport","Kismayu","HCMK"),
(1099,4,67,"El Nouzha Airport","Alexandria","HEAX"),
(1100,4,67,"Abu Simbel Airport","Abu Simbel","HEBL"),
(1101,4,67,"Cairo International Airport","Cairo","HECA"),
(1102,4,67,"Cairo West Airport","Cairo","HECW"),
(1103,4,67,"Hurghada International Airport","Hurghada","HEGN"),
(1104,4,67,"El Gora Airport","El Gorah","HEGR"),
(1105,4,67,"Luxor International Airport","Luxor","HELX"),
(1106,4,67,"Mersa Matruh Airport","Mersa-matruh","HEMM"),
(1107,4,67,"Port Said Airport","Port Said","HEPS"),
(1108,4,67,"St Catherine International Airport","St. Catherine","HESC"),
(1109,4,67,"Aswan International Airport","Aswan","HESN"),
(1110,4,67,"El Tor Airport","El-tor","HETR"),
(1111,4,117,"Eldoret International Airport","Eldoret","HKEL"),
(1112,4,117,"Kakamega Airport","Kakamega","HKKG"),
(1113,4,117,"Kisumu Airport","Kisumu","HKKI"),
(1114,4,117,"Kitale Airport","Kitale","HKKT"),
(1115,4,117,"Lodwar Airport","Lodwar","HKLO"),
(1116,4,117,"Manda Airstrip","Lamu","HKLU"),
(1117,4,117,"Mombasa Moi International Airport","Mombasa","HKMO"),
(1118,4,117,"Naivasha Airport","Naivasha","HKNV"),
(1119,4,117,"Nairobi Wilson Airport","Nairobi","HKNW"),
(1120,4,117,"Moi Air Base","Nairobi","HKRE"),
(1121,4,117,"Wajir Airport","Wajir","HKWJ"),
(1122,4,128,"Bu Attifel Airport","Buattifel","HLFL"),
(1123,4,128,"Warehouse 59e Airport","Giallo","HLGL"),
(1124,4,128,"Ghat Airport","Ghat","HLGT"),
(1125,4,128,"Kufra Airport","Kufra","HLKF"),
(1126,4,128,"Benina International Airport","Benghazi","HLLB"),
(1127,4,128,"Sabha Airport","Sebha","HLLS"),
(1128,4,128,"Tripoli International Airport","Tripoli","HLLT"),
(1129,4,128,"Marsa Brega Airport","Marsa Brega","HLMB"),
(1130,4,128,"Ras Lanuf Oil Airport","Ras Lanouf V 40","HLNF"),
(1131,4,128,"Hon Airport","Hon","HLON"),
(1132,4,128,"Dahra Airport","Dahra","HLRA"),
(1133,4,128,"Ghadames East Airport","Ghadames","HLTD"),
(1134,4,128,"Zella 74 Airport","Zella 74","HLZA"),
(1135,4,185,"Gisenyi Airport","Gisenyi","HRYG"),
(1136,4,185,"Kigali International Airport","Kigali","HRYR"),
(1137,4,185,"Kamembe Airport","Kamembe","HRZA"),
(1138,4,212,"Dongola Airport","Dongola","HSDN"),
(1139,4,212,"Damazin Airport","Damazin","HSDZ"),
(1140,4,212,"El Fasher Airport","El Fasher","HSFS"),
(1141,4,212,"Kassala Airport","Kassala","HSKA"),
(1142,4,212,"Kadugli Airport","Kadugli","HSLI"),
(1143,4,212,"El Obeid Airport","El Obeid","HSOB"),
(1144,4,209,"Juba International Airport","Juba","HSSJ"),
(1145,4,212,"Malakal Airport","Malakal","HSSM"),
(1146,4,212,"Khartoum International Airport","Khartoum","HSSS"),
(1147,4,256,"Arusha Airport","Arusha","HTAR"),
(1148,4,256,"Julius Nyerere International Airport","Dar Es Salaam","HTDA"),
(1149,4,256,"Dodoma Airport","Dodoma","HTDO"),
(1150,4,256,"Iringa Airport","Iringa","HTIR"),
(1151,4,256,"Kilimanjaro International Airport","Kilimanjaro","HTKJ"),
(1152,4,256,"Lake Manyara Airport","Lake Manyara","HTLM"),
(1153,4,256,"Mtwara Airport","Mtwara","HTMT"),
(1154,4,256,"Mwanza Airport","Mwanza","HTMW"),
(1155,4,256,"Pemba Airport","Pemba","HTPE"),
(1156,4,256,"Tanga Airport","Tanga","HTTG"),
(1157,4,256,"Abeid Amani Karume International Airport","Zanzibar","HTZA"),
(1158,4,233,"Entebbe International Airport","Entebbe","HUEN"),
(1159,4,233,"Soroti Airport","Soroti","HUSO"),
(1160,4,5,"Tirana International Airport Mother Teresa","Tirana","LATI"),
(1161,4,36,"Burgas Airport","Bourgas","LBBG"),
(1162,4,36,"Gorna Oryahovitsa Airport","Gorna Orechovica","LBGO"),
(1163,4,36,"Plovdiv International Airport","Plovdiv","LBPD"),
(1164,4,36,"Sofia Airport","Sofia","LBSF"),
(1165,4,36,"Stara Zagora Airport","Stara Zagora","LBSZ"),
(1166,4,36,"Varna Airport","Varna","LBWN"),
(1167,4,60,"Larnaca International Airport","Larnaca","LCLK"),
(1168,4,60,"Paphos International Airport","Paphos","LCPH"),
(1169,4,60,"RAF Akrotiri","Akrotiri","LCRA"),
(1170,4,57,"Dubrovnik Airport","Dubrovnik","LDDU"),
(1171,4,57,"Osijek-Cepin Airfield","Cepin","LDOC"),
(1172,4,57,"Osijek Airport","Osijek","LDOS"),
(1173,4,57,"Pula Airport","Pula","LDPL"),
(1174,4,57,"Grobnicko Polje Airport","Grobnik","LDRG"),
(1175,4,57,"Rijeka Airport","Rijeka","LDRI"),
(1176,4,57,"Split Airport","Split","LDSP"),
(1177,4,57,"Varaždin Airport","Varazdin","LDVA"),
(1178,4,57,"Zagreb Airport","Zagreb","LDZA"),
(1179,4,57,"Zadar Airport","Zadar","LDZD"),
(1180,4,57,"Udbina Air Base","Udbina","LDZU"),
(1181,4,210,"Albacete-Los Llanos Airport","Albacete","LEAB"),
(1182,4,210,"Alicante International Airport","Alicante","LEAL"),
(1183,4,210,"Almería International Airport","Almeria","LEAM"),
(1184,4,210,"Asturias Airport","Aviles","LEAS"),
(1185,4,210,"Córdoba Airport","Cordoba","LEBA"),
(1186,4,210,"Bilbao Airport","Bilbao","LEBB"),
(1187,4,210,"Barcelona International Airport","Barcelona","LEBL"),
(1188,4,210,"Badajoz Airport","Badajoz","LEBZ"),
(1189,4,210,"A Coruña Airport","La Coruna","LECO"),
(1190,4,210,"Armilla Air Base","Granada","LEGA"),
(1191,4,210,"Girona Airport","Gerona","LEGE"),
(1192,4,210,"Federico Garcia Lorca Airport","Granada","LEGR"),
(1193,4,210,"Getafe Air Base","Madrid","LEGT"),
(1194,4,210,"Ibiza Airport","Ibiza","LEIB"),
(1195,4,210,"Jerez Airport","Jerez","LEJR"),
(1196,4,210,"San Javier Airport","Murcia","LELC"),
(1197,4,210,"Adolfo Suárez Madrid–Barajas Airport","Madrid","LEMD"),
(1198,4,210,"Málaga Airport","Malaga","LEMG"),
(1199,4,210,"Menorca Airport","Menorca","LEMH"),
(1200,4,210,"Moron Air Base","Sevilla","LEMO"),
(1201,4,210,"Ocaña Airport","Ocana","LEOC"),
(1202,4,210,"Pamplona Airport","Pamplona","LEPP"),
(1203,4,210,"Alcantarilla Air Base","Murcia","LERI"),
(1204,4,210,"Reus Air Base","Reus","LERS"),
(1205,4,210,"Rota Naval Station Airport","Rota","LERT"),
(1206,4,210,"Salamanca Airport","Salamanca","LESA"),
(1207,4,210,"Son Bonet Airport","Son Bonet","LESB"),
(1208,4,210,"San Luis Airport","San Luis","LESL"),
(1209,4,210,"San Sebastian Airport","San Sebastian","LESO"),
(1210,4,210,"Santiago de Compostela Airport","Santiago","LEST"),
(1211,4,210,"Pirineus - la Seu d'Urgel Airport","Seo De Urgel","LESU"),
(1212,4,210,"Torrejón Airport","Madrid","LETO"),
(1213,4,210,"Valencia Airport","Valencia","LEVC"),
(1214,4,210,"Valladolid Airport","Valladolid","LEVD"),
(1215,4,210,"Vitoria/Foronda Airport","Vitoria","LEVT"),
(1216,4,210,"Vigo Airport","Vigo","LEVX"),
(1217,4,210,"Santander Airport","Santander","LEXJ"),
(1218,4,210,"Zaragoza Air Base","Zaragoza","LEZG"),
(1219,4,210,"Sevilla Airport","Sevilla","LEZL"),
(1220,4,77,"Calais-Dunkerque Airport","Calais","LFAC"),
(1221,4,77,"Péronne-Saint-Quentin Airport","Peronne","LFAG"),
(1222,4,77,"Nangis-Les Loges Airport","Nangis","LFAI"),
(1223,4,77,"Bagnoles-de-l'Orne-Couterne Airport","Bagnole-de-l'orne","LFAO"),
(1224,4,77,"Albert-Bray Airport","Albert","LFAQ"),
(1225,4,77,"Le Touquet-Côte d'Opale Airport","Le Tourquet","LFAT"),
(1226,4,77,"Valenciennes-Denain Airport","Valenciennes","LFAV"),
(1227,4,77,"Amiens-Glisy Airport","Amiens","LFAY"),
(1228,4,77,"Agen-La Garenne Airport","Agen","LFBA"),
(1229,4,77,"Cazaux (BA 120) Air Base","Cazaux","LFBC"),
(1230,4,77,"Bordeaux-Mérignac Airport","Bordeaux","LFBD"),
(1231,4,77,"Bergerac-Roumanière Airport","Bergerac","LFBE"),
(1232,4,77,"Toulouse-Francazal (BA 101) Air Base","Toulouse","LFBF"),
(1233,4,77,"Cognac-Châteaubernard (BA 709) Air Base","Cognac","LFBG"),
(1234,4,77,"Poitiers-Biard Airport","Poitiers","LFBI"),
(1235,4,77,"Montluçon-Guéret Airport","Montlucon-gueret","LFBK"),
(1236,4,77,"Limoges Airport","Limoges","LFBL"),
(1237,4,77,"Mont-de-Marsan (BA 118) Air Base","Mont-de-marsan","LFBM"),
(1238,4,77,"Niort-Souché Airport","Niort","LFBN"),
(1239,4,77,"Toulouse-Blagnac Airport","Toulouse","LFBO"),
(1240,4,77,"Pau Pyrénées Airport","Pau","LFBP"),
(1241,4,77,"Muret-Lherm Airport","La Rochelle","LFBR"),
(1242,4,77,"Tarbes-Lourdes-Pyrénées Airport","Tarbes","LFBT"),
(1243,4,77,"Angoulême-Brie-Champniers Airport","Angouleme","LFBU"),
(1244,4,77,"Toul Rosières Air Base","Brive","LFSL"),
(1245,4,77,"Périgueux-Bassillac Airport","Perigueux","LFBX"),
(1246,4,77,"Biarritz-Anglet-Bayonne Airport","Biarritz-bayonne","LFBZ"),
(1247,4,77,"Cahors-Lalbenque Airport","Cahors","LFCC"),
(1248,4,77,"Saint-Girons-Antichan Airport","St.-girons","LFCG"),
(1249,4,77,"Arcachon-La Teste-de-Buch Airport","Arcachon","LFCH"),
(1250,4,77,"Albi-Le Séquestre Airport","Albi","LFCI"),
(1251,4,77,"Castres-Mazamet Airport","Castres","LFCK"),
(1252,4,77,"Toulouse-Lasbordes Airport","Toulouse","LFCL"),
(1253,4,77,"Millau-Larzac Airport","Millau","LFCM"),
(1254,4,77,"Graulhet-Montdragon Airport","Graulhet","LFCQ"),
(1255,4,77,"Rodez-Marcillac Airport","Rodez","LFCR"),
(1256,4,77,"Ussel-Thalamy Airport","Ussel","LFCU"),
(1257,4,77,"Villeneuve-sur-Lot Airport","Villeneuve-sur-lot","LFCW"),
(1258,4,77,"Royan-Médis Airport","Royan","LFCY"),
(1259,4,77,"Mimizan Airport","Mimizan","LFCZ"),
(1260,4,77,"Aire-sur-l'Adour Airport","Aire-sur-l'adour","LFDA"),
(1261,4,77,"Montauban Airport","Montauban","LFDB"),
(1262,4,77,"Auch-Lamothe Airport","Auch","LFDH"),
(1263,4,77,"Libourne-Artigues-de-Lussac Airport","Libourne","LFDI"),
(1264,4,77,"Pamiers-Les Pujols Airport","Pamiers","LFDJ"),
(1265,4,77,"Marmande-Virazeil Airport","Marmande","LFDM"),
(1266,4,77,"Rochefort-Saint-Agnant (BA 721) Airport","Rochefort","LFDN"),
(1267,4,77,"Pontivy Airport","Pontivy","LFED"),
(1268,4,77,"Aubigny-sur-Nère Airport","Aubigny-sur-nere","LFEH"),
(1269,4,77,"Guiscriff Scaer Airport","Guiscriff-scaer","LFES"),
(1270,4,77,"Ancenis Airport","Ancenis","LFFI"),
(1271,4,77,"Brienne-le-Château Airport","Brienne-le Chateau","LFFN"),
(1272,4,77,"Colmar-Houssen Airport","Colmar","LFGA"),
(1273,4,77,"Beaune-Challanges Airport","Beaune","LFGF"),
(1274,4,77,"Dole-Tavaux Airport","Dole","LFGJ"),
(1275,4,77,"Joigny Airport","Joigny","LFGK"),
(1276,4,77,"Verdun-Le Rozelier Airfield","Verdun","LFGW"),
(1277,4,77,"Aubenas-Ardèche Méridional Airport","Aubenas-vals-lanas","LFHO"),
(1278,4,77,"Le Puy-Loudes Airport","Le Puy","LFHP"),
(1279,4,77,"Saint-Flour-Coltines Airport","St.-flour","LFHQ"),
(1280,4,77,"Bourg-Ceyzériat Airport","Bourg","LFHS"),
(1281,4,77,"Villefranche-Tarare Airport","Vilefrance","LFHV"),
(1282,4,77,"Moulins-Montbeugny Airport","Moulins","LFHY"),
(1283,4,77,"Saint-Affrique-Belmont Airport","St.-afrique-belmont","LFIF"),
(1284,4,77,"Cassagnes-Bégonhès Airport","Cassagnes-beghones","LFIG"),
(1285,4,77,"Metz-Nancy-Lorraine Airport","Metz","LFJL"),
(1286,4,77,"Bastia-Poretta Airport","Bastia","LFKB"),
(1287,4,77,"Calvi-Sainte-Catherine Airport","Calvi","LFKC"),
(1288,4,77,"Figari Sud-Corse Airport","Figari","LFKF"),
(1289,4,77,"Ajaccio-Napoléon Bonaparte Airport","Ajaccio","LFKJ"),
(1290,4,77,"Propriano Airport","Propriano","LFKO"),
(1291,4,77,"Solenzara (BA 126) Air Base","Solenzara","LFKS"),
(1292,4,77,"Corte Airport","Corte","LFKT"),
(1293,4,77,"Auxerre-Branches Airport","Auxerre","LFLA"),
(1294,4,77,"Chambéry-Savoie Airport","Chambery","LFLB"),
(1295,4,77,"Clermont-Ferrand Auvergne Airport","Clermont-Ferrand","LFLC"),
(1296,4,77,"Bourges Airport","Bourges","LFLD"),
(1297,4,77,"Chambéry-Challes-les-Eaux Airport","Chambery","LFLE"),
(1298,4,77,"Chalon-Champforgeuil Airport","Chalon","LFLH"),
(1299,4,77,"Annemasse Airport","Annemasse","LFLI"),
(1300,4,77,"Lyon Saint-Exupéry Airport","Lyon","LFLL"),
(1301,4,77,"Mâcon-Charnay Airport","Macon","LFLM"),
(1302,4,77,"Saint-Yan Airport","St.-yan","LFLN"),
(1303,4,77,"Roanne-Renaison Airport","Roanne","LFLO"),
(1304,4,77,"Annecy-Haute-Savoie-Mont Blanc Airport","Annecy","LFLP"),
(1305,4,77,"Grenoble-Isère Airport","Grenoble","LFLS"),
(1306,4,77,"Montluçon-Domérat Airport","Montlucon","LFLT"),
(1307,4,77,"Valence-Chabeuil Airport","Valence","LFLU"),
(1308,4,77,"Vichy-Charmeil Airport","Vichy","LFLV"),
(1309,4,77,"Aurillac Airport","Aurillac","LFLW"),
(1310,4,77,"Châteauroux-Déols ""Marcel Dassault"" Airport","Chateauroux","LFLX"),
(1311,4,77,"Lyon-Bron Airport","Lyon","LFLY"),
(1312,4,77,"Aix-en-Provence (BA 114) Airport","Aix-les-milles","LFMA"),
(1313,4,77,"Le Luc-Le Cannet Airport","Le Luc","LFMC"),
(1314,4,77,"Cannes-Mandelieu Airport","Cannes","LFMD"),
(1315,4,77,"Saint-Étienne-Bouthéon Airport","St-Etienne","LFMH"),
(1316,4,77,"Istres Le Tubé/Istres Air Base (BA 125) Airport","Istres","LFMI"),
(1317,4,77,"Carcassonne Airport","Carcassonne","LFMK"),
(1318,4,77,"Marseille Provence Airport","Marseille","LFML"),
(1319,4,77,"Nice-Côte d'Azur Airport","Nice","LFMN"),
(1320,4,77,"Orange-Caritat (BA 115) Air Base","Orange","LFMO"),
(1321,4,77,"Perpignan-Rivesaltes (Llabanère) Airport","Perpignan","LFMP"),
(1322,4,77,"Le Castellet Airport","Le Castellet","LFMQ"),
(1323,4,77,"Alès-Deaux Airport","Ales","LFMS"),
(1324,4,77,"Montpellier-Méditerranée Airport","Montpellier","LFMT"),
(1325,4,77,"Béziers-Vias Airport","Beziers","LFMU"),
(1326,4,77,"Avignon-Caumont Airport","Avignon","LFMV"),
(1327,4,77,"Salon-de-Provence (BA 701) Air Base","Salon","LFMY"),
(1328,4,77,"Lézignan-Corbières Airport","Lezignan-corbieres","LFMZ"),
(1329,4,77,"Mende-Brenoux Airport","Mende","LFNB"),
(1330,4,77,"Carpentras Airport","Carpentras","LFNH"),
(1331,4,77,"Avord (BA 702) Air Base","Avord","LFOA"),
(1332,4,77,"Paris Beauvais Tillé Airport","Beauvais","LFOB"),
(1333,4,77,"Châteaudun (BA 279) Air Base","Chateaudun","LFOC"),
(1334,4,77,"Saumur-Saint-Florent Airport","Saumur","LFOD"),
(1335,4,77,"Évreux-Fauville (BA 105) Air Base","Evreux","LFOE"),
(1336,4,77,"Le Havre Octeville Airport","Le Havre","LFOH"),
(1337,4,77,"Abbeville","Abbeville","LFOI"),
(1338,4,77,"Orléans-Bricy (BA 123) Air Base","Orleans","LFOJ"),
(1339,4,77,"Châlons-Vatry Airport","Chalons","LFOK"),
(1340,4,77,"Rouen Airport","Rouen","LFOP"),
(1341,4,77,"Tours-Val-de-Loire Airport","Tours","LFOT"),
(1342,4,77,"Cholet Le Pontreau Airport","Cholet","LFOU"),
(1343,4,77,"Laval-Entrammes Airport","Laval","LFOV"),
(1344,4,77,"Orléans-Saint-Denis-de-l'Hôtel Airport","Orleans","LFOZ"),
(1345,4,77,"Paris-Le Bourget Airport","Paris","LFPB"),
(1346,4,77,"Creil Air Base","Creil","LFPC"),
(1347,4,77,"Charles de Gaulle International Airport","Paris","LFPG"),
(1348,4,77,"Coulommiers-Voisins Airport","Coulommiers","LFPK"),
(1349,4,77,"Melun-Villaroche Air Base","Melun","LFPM"),
(1350,4,77,"Toussus-le-Noble Airport","Toussous-le-noble","LFPN"),
(1351,4,77,"Paris-Orly Airport","Paris","LFPO"),
(1352,4,77,"Pontoise - Cormeilles-en-Vexin Airport","Pontoise","LFPT"),
(1353,4,77,"Villacoublay-Vélizy (BA 107) Air Base","Villacoublay","LFPV"),
(1354,4,77,"Reims-Prunay Airport","Reims","LFQA"),
(1355,4,77,"Troyes-Barberey Airport","Troyes","LFQB"),
(1356,4,77,"Lunéville-Croismare Airport","Luneville","LFQC"),
(1357,4,77,"Étain-Rouvres Air Base","Etain","LFQE"),
(1358,4,77,"Autun-Bellevue Airport","Autun","LFQF"),
(1359,4,77,"Nevers-Fourchambault Airport","Nevers","LFQG"),
(1360,4,77,"Cambrai-Épinoy (BA 103) Air Base","Cambrai","LFQI"),
(1361,4,77,"Maubeuge-Élesmes Airport","Maubeuge","LFQJ"),
(1362,4,77,"Besançon-La Vèze Airport","Besancon-la-veze","LFQM"),
(1363,4,77,"Phalsbourg-Bourscheid Air Base","Phalsbourg","LFQP"),
(1364,4,77,"Lille-Lesquin Airport","Lille","LFQQ"),
(1365,4,77,"Merville-Calonne Airport","Merville","LFQT"),
(1366,4,77,"Charleville-Mézières Airport","Charleville","LFQV"),
(1367,4,77,"Vesoul-Frotey Airport","Vesoul-frotey","LFQW"),
(1368,4,77,"Brest Bretagne Airport","Brest","LFRB"),
(1369,4,77,"Cherbourg-Maupertus Airport","Cherbourg","LFRC"),
(1370,4,77,"Dinard-Pleurtuit-Saint-Malo Airport","Dinard","LFRD"),
(1371,4,77,"La Baule-Escoublac Airport","La Baule","LFRE"),
(1372,4,77,"Granville Airport","Granville","LFRF"),
(1373,4,77,"Deauville-Saint-Gatien Airport","Deauville","LFRG"),
(1374,4,77,"Lorient South Brittany (Bretagne Sud) Airport","Lorient","LFRH"),
(1375,4,77,"La Roche-sur-Yon Airport","La Roche-sur-yon","LFRI"),
(1376,4,77,"Landivisiau Air Base","Landivisiau","LFRJ"),
(1377,4,77,"Caen-Carpiquet Airport","Caen","LFRK"),
(1378,4,77,"Lanvéoc-Poulmic Air Base","Lanvedoc","LFRL"),
(1379,4,77,"Le Mans-Arnage Airport","Le Mans","LFRM"),
(1380,4,77,"Rennes-Saint-Jacques Airport","Rennes","LFRN"),
(1381,4,77,"Lannion-Côte de Granit Airport","Lannion","LFRO"),
(1382,4,77,"Quimper-Cornouaille Airport","Quimper","LFRQ"),
(1383,4,77,"Nantes Atlantique Airport","Nantes","LFRS"),
(1384,4,77,"Saint-Brieuc-Armor Airport","St.-brieuc Armor","LFRT"),
(1385,4,77,"Morlaix-Ploujean Airport","Morlaix","LFRU"),
(1386,4,77,"Vannes-Meucon Airport","Vannes","LFRV"),
(1387,4,77,"Saint-Nazaire-Montoir Airport","St.-nazaire","LFRZ"),
(1388,4,77,"EuroAirport Basel-Mulhouse-Freiburg Airport","Mulhouse","LFSB"),
(1389,4,77,"Colmar-Meyenheim Air Base","Colmar","LFSC"),
(1390,4,77,"Dijon-Bourgogne Airport","Dijon","LFSD"),
(1391,4,77,"Metz-Frescaty (BA 128) Air Base","Metz","LFSF"),
(1392,4,77,"Épinal-Mirecourt Airport","Epinal","LFSG"),
(1393,4,77,"Haguenau Airport","Haguenau","LFSH"),
(1394,4,77,"Saint-Dizier-Robinson (BA 113) Air Base","St.-dizier","LFSI"),
(1395,4,77,"Montbéliard-Courcelles Airfield","Montbeliard","LFSM"),
(1396,4,77,"Nancy-Essey Airport","Nancy","LFSN"),
(1397,4,77,"Nancy-Ochey (BA 133) Air Base","Nancy","LFSO"),
(1398,4,77,"Pontarlier Airport","Pontarlier","LFSP"),
(1399,4,77,"Reims-Champagne (BA 112) Air Base","Reims","LFSR"),
(1400,4,77,"Strasbourg Airport","Strasbourg","LFST"),
(1401,4,77,"Luxeuil-Saint-Sauveur (BA 116) Air Base","Luxeuil","LFSX"),
(1402,4,77,"Cuers-Pierrefeu Airport","Cuers","LFTF"),
(1403,4,77,"Toulon-Hyères Airport","Hyeres","LFTH"),
(1404,4,77,"Nîmes-Arles-Camargue Airport","Nimes","LFTW"),
(1405,4,191,"Miquelon Airport","Miquelon","LFVM"),
(1406,4,191,"St Pierre Airport","St.-pierre","LFVP"),
(1407,4,77,"Ambérieu Air Base (BA 278)","Amberieu","LFXA"),
(1408,4,77,"Damblain Airport","Damblain","LFYD"),
(1409,4,87,"Andravida Air Base","Andravida","LGAD"),
(1410,4,87,"Agrinion Air Base","Agrinion","LGAG"),
(1411,4,87,"Dimokritos Airport","Alexandroupolis","LGAL"),
(1412,4,87,"Alexandria Airport","Alexandria","LGAX"),
(1413,4,87,"Nea Anchialos Airport","Nea Anghialos","LGBL"),
(1414,4,87,"Elefsis Airport","Elefsis","LGEL"),
(1415,4,87,"Chios Island National Airport","Chios","LGHI"),
(1416,4,87,"Ioannina Airport","Ioannina","LGIO"),
(1417,4,87,"Heraklion International Nikos Kazantzakis Airport","Heraklion","LGIR"),
(1418,4,87,"Kastoria National Airport","Kastoria","LGKA"),
(1419,4,87,"Kithira Airport","Kithira","LGKC"),
(1420,4,87,"Kefallinia Airport","Keffallinia","LGKF"),
(1421,4,87,"Kalamata Airport","Kalamata","LGKL"),
(1422,4,87,"Amigdhaleon Airport","Kavala","LGKM"),
(1423,4,87,"Kos Airport","Kos","LGKO"),
(1424,4,87,"Karpathos Airport","Karpathos","LGKP"),
(1425,4,87,"Ioannis Kapodistrias International Airport","Kerkyra/corfu","LGKR"),
(1426,4,87,"Kasos Airport","Kasos","LGKS"),
(1427,4,87,"Alexander the Great International Airport","Kavala","LGKV"),
(1428,4,87,"Filippos Airport","Kozani","LGKZ"),
(1429,4,87,"Leros Airport","Leros","LGLE"),
(1430,4,87,"Limnos Airport","Limnos","LGLM"),
(1431,4,87,"Larisa Airport","Larissa","LGLR"),
(1432,4,87,"Megara Airport","Megara","LGMG"),
(1433,4,87,"Mikonos Airport","Mykonos","LGMK"),
(1434,4,87,"Mytilene International Airport","Mytilini","LGMT"),
(1435,4,87,"Aktion National Airport","Preveza","LGPZ"),
(1436,4,87,"Maritsa Airport","Rhodos","LGRD"),
(1437,4,87,"Diagoras Airport","Rhodos","LGRP"),
(1438,4,87,"Araxos Airport","Patras","LGRX"),
(1439,4,87,"Chania International Airport","Chania","LGSA"),
(1440,4,87,"Skiathos Island National Airport","Skiathos","LGSK"),
(1441,4,87,"Samos Airport","Samos","LGSM"),
(1442,4,87,"Sparti Airport","Sparti","LGSP"),
(1443,4,87,"Santorini Airport","Thira","LGSR"),
(1444,4,87,"Sitia Airport","Sitia","LGST"),
(1445,4,87,"Stefanovikion Air Base","Stefanovikion","LGSV"),
(1446,4,87,"Skiros Airport","Skiros","LGSY"),
(1447,4,87,"Tanagra Air Base","Tanagra","LGTG"),
(1448,4,87,"Kasteli Airport","Kasteli","LGTL"),
(1449,4,87,"Tripolis Airport","Tripolis","LGTP"),
(1450,4,87,"Thessaloniki Macedonia International Airport","Thessaloniki","LGTS"),
(1451,4,87,"Tatoi Airport","Dekelia","LGTT"),
(1452,4,87,"Zakynthos International Airport ""Dionysios Solomos""","Zakynthos","LGZA"),
(1453,4,102,"Budapest Liszt Ferenc International Airport","Budapest","LHBP"),
(1454,4,102,"Debrecen International Airport","Debrecen","LHDC"),
(1455,4,102,"Kecskemét Airport","Kecskemet","LHKE"),
(1456,4,102,"Nyíregyháza Airport","Nyirregyhaza","LHNY"),
(1457,4,102,"Ocsény Airport","Ocseny","LHOY"),
(1458,4,102,"Szentkirályszabadja Airport","Azentkilyszabadja","LHSA"),
(1459,4,102,"Szolnok Air Base","Szolnok","LHSN"),
(1460,4,111,"Amendola Air Base","Amendola","LIBA"),
(1461,4,111,"Crotone Airport","Crotone","LIBC"),
(1462,4,111,"Bari Karol Wojtyla Airport","Bari","LIBD"),
(1463,4,111,"Foggia ""Gino Lisa"" Airport","Foggia","LIBF"),
(1464,4,111,"Taranto-Grottaglie ""Marcello Arlotta"" Airport","Grottaglie","LIBG"),
(1465,4,111,"Lecce Galatina Air Base","Lecce","LIBN"),
(1466,4,111,"Pescara International Airport","Pescara","LIBP"),
(1467,4,111,"Brindisi – Salento Airport","Brindisi","LIBR"),
(1468,4,111,"Gioia Del Colle Air Base","Gioia Del Colle","LIBV"),
(1469,4,111,"Lamezia Terme Airport","Lamezia","LICA"),
(1470,4,111,"Catania-Fontanarossa Airport","Catania","LICC"),
(1471,4,111,"Lampedusa Airport","Lampedusa","LICD"),
(1472,4,111,"Pantelleria Airport","Pantelleria","LICG"),
(1473,4,111,"Falcone–Borsellino Airport","Palermo","LICJ"),
(1474,4,111,"Palermo-Boccadifalco Airport","Palermo","LICP"),
(1475,4,111,"Reggio Calabria Airport","Reggio Calabria","LICR"),
(1476,4,111,"Vincenzo Florio Airport Trapani-Birgi","Trapani","LICT"),
(1477,4,111,"Sigonella Navy Air Base","Sigonella","LICZ"),
(1478,4,111,"Alghero-Fertilia Airport","Alghero","LIEA"),
(1479,4,111,"Decimomannu Air Base","Decimomannu","LIED"),
(1480,4,111,"Cagliari Elmas Airport","Cagliari","LIEE"),
(1481,4,111,"Olbia Costa Smeralda Airport","Olbia","LIEO"),
(1482,4,111,"Tortolì Airport","Tortoli","LIET"),
(1483,4,111,"Torino-Aeritalia Airport","Turin","LIMA"),
(1484,4,111,"Milano-Bresso Airfield","Milano","LIMB"),
(1485,4,111,"Malpensa International Airport","Milano","LIMC"),
(1486,4,111,"Il Caravaggio International Airport","Bergamo","LIME"),
(1487,4,111,"Turin Airport","Torino","LIMF"),
