	id,Created by	Country,Airport Name,City,ICAO),
(6154,4,237,"Avon Park Executive Airport","Avon Park","KAVO"),
(6155,4,237,"Winter Haven Municipal Airport - Gilbert Field","Winter Haven","KGIF"),
(6156,4,237,"Zephyrhills Municipal Airport","Zephyrhills","KZPH"),
(6157,4,237,"Ocala International Airport - Jim Taylor Field","Ocala","KOCF"),
(6158,4,237,"Jesup Wayne County Airport","Jesup","KJES"),
(6159,4,237,"Madison Municipal Airport","Madison","K52A"),
(6160,4,237,"Newnan Coweta County Airport","Newnan","KCCO"),
(6161,4,237,"Thomson-McDuffie County Airport","Thomson","KHQU"),
(6162,4,237,"Aiken Municipal Airport","Aiken","KAIK"),
(6163,4,237,"Woodward Field","Camden","KCDN"),
(6164,4,237,"Lumberton Regional Airport","Lumberton","KLBT"),
(6165,4,237,"Moore County Airport","Pinehurst-Southern Pines","KSOP"),
(6166,4,237,"Richmond County Airport","Rockingham","KRCZ"),
(6167,4,237,"Baraboo Wisconsin Dells Airport","Baraboo","KDLL"),
(6168,4,237,"Statesville Regional Airport","Statesville","KSVH"),
(6169,4,237,"Burlington Municipal Airport","Burlington","KBUU"),
(6170,4,237,"William T. Piper Memorial Airport","Lock Haven","KLHV"),
(6171,4,237,"Zelienople Municipal Airport","Zelienople","KPJC"),
(6172,4,237,"Lorain County Regional Airport","Lorain-Elyria","KLPR"),
(6173,4,237,"Burke Lakefront Airport","Cleveland","KBKL"),
(6174,4,237,"Chautauqua County-Dunkirk Airport","Dunkirk","KDKK"),
(6175,4,237,"South Jersey Regional Airport","Mount Holly","KVAY"),
(6176,4,237,"Linden Airport","Linden","KLDJ"),
(6177,4,237,"Tri State Steuben County Airport","Angola","KANQ"),
(6178,4,237,"Warsaw Municipal Airport","Warsaw","KASW"),
(6179,4,237,"Van Wert County Airport","Van Wert","KVNW"),
(6180,4,237,"Brooks Field","Marshall","KRMY"),
(6181,4,237,"Genesee County Airport","Batavia","KGVQ"),
(6182,4,237,"Clearwater Air Park","Clearwater","KCLW"),
(6183,4,236,"North Sea","Forties Alpha","FA08"),
(6184,4,237,"Chicago Meigs Airport","Chicago","KCGX"),
(6185,4,237,"Pickens County Airport","Jasper","KJZP"),
(6186,4,84,"Saarmund Airport","Saarmund","EDCS"),
(6187,4,237,"Grand Strand Airport","North Myrtle Beach","KCRE"),
(6188,4,237,"Lansing Municipal Airport","Lansing","KIGQ"),
(6189,4,237,"Ramona Airport","Ramona","KRNM"),
(6190,4,77,"Pont Sur Yonne Airfield","Pont Sur Yonne","LFGO"),
(6191,4,77,"St Florentin Cheu Airfield","St Florentin Cheu","LFGP"),
(6192,4,77,"Saulieu Liernais Airfield","Saulieu","LFEW"),
(6193,4,217,"Olten Airport","Olten","LSPO"),
(6194,4,217,"Buochs Airport","Buochs","LSZC"),
(6195,4,217,"Ambri Airport","Quinto","LSPM"),
(6196,4,217,"Lodrino Air Base","Lodrino","LSML"),
(6197,4,61,"Roudnice Airport","Roudnice nad Lebem","LKRO"),
(6198,4,61,"Usti Nad Labem Airfield","Usti Nad Labem","LKUL"),
(6199,4,17,"Mauterndorf Airport","Mauterndorf","LOSM"),
(6200,4,17,"Nötsch Im Gailtal Airport","Notsch Im Gailtal","LOKN"),
(6201,4,84,"Karlsruhe-Forchheim Airport","Karlsruhe","EDTK"),
(6202,4,84,"Weinheim/Bergstraße Airport","Weinheim","EDGZ"),
(6203,4,77,"Meaux Esbly Airport","Meaux","LFPE"),
(6204,4,77,"Château-Thierry - Belleau Airport","Chateau-Thierry","LFFH"),
(6205,4,237,"Branch County Memorial Airport","Coldwater","KOEB"),
(6206,4,237,"Wilkes Barre Wyoming Valley Airport","Wilkes-Barre","KWBW"),
(6207,4,237,"Willoughby Lost Nation Municipal Airport","Willoughby","KLNN"),
(6208,4,219,"Taoyuan Air Base","Taoyuan","RCGM"),
(6209,4,88,"Uummannaq Heliport","Uummannaq","BGUM"),
(6210,4,47,"Bayannur Tianjitai Airport","Bayannur","ZBYZ"),
(6211,4,237,"Capital City Airport","Frankfort","KFFT"),
(6212,4,237,"Auburn Lewiston Municipal Airport","Lewiston","KLEW"),
(6213,4,178,"Inowroclaw Military Air Base","Inowroclaw","EPIR"),
(6214,4,178,"Pruszcz Gdanski Air Base","Pruszcz Gdansk","EPPR"),
(6215,4,237,"Bloyer Field","Tomah","KY72"),
(6216,4,237,"Marco Island Airport","Marco Island Airport","KMKY"),
(6217,4,237,"Drummond Island Airport","Drummond Island","KDRM"),
(6218,4,237,"Gladwin Zettel Memorial Airport","Gladwin","KGDW"),
(6219,4,237,"South Haven Area Regional Airport","South Haven","KLWA"),
(6220,4,237,"Marshfield Municipal Airport","Marshfield","KMFI"),
(6221,4,237,"Alexander Field South Wood County Airport","Wisconsin Rapids","KISW"),
(6222,4,237,"Clinton Municipal Airport","Clinton","KCWI"),
(6223,4,237,"Beverly Municipal Airport","Beverly","KBVY"),
(6224,4,104,"Nagaur Airport","Nagaur","VI73"),
(6225,4,251,"Ostafyevo International Airport","Moscow","UUMO"),
(6226,4,41,"Trois-Rivières Airport","Trois Rivieres","CYRQ"),
(6227,4,237,"Poplar Bluff Municipal Airport","Poplar Bluff","KPOF"),
(6228,4,237,"Somerset Airport","Somerville","KSMQ"),
(6229,4,237,"Eastport Municipal Airport","Eastport","KEPM"),
(6230,4,237,"Keokuk Municipal Airport","Keokuk","KEOK"),
(6231,4,236,"Perth/Scone Airport","Perth","EGPT"),
(6232,4,236,"Caernarfon Airport","Caernarfon","EGCK"),
(6233,4,84,"Grefrath-Niershorst Airport","Grefrath","EDLF"),
(6234,4,237,"St Paul Downtown Holman Field","St. Paul","KSTP"),
(6235,4,216,"Söderhamn Airport","Soderhamn","ESNY"),
(6236,4,108,"Newcastle Aerodrome","Newcastle","EINC"),
(6237,4,Laos,"Saravane Airport","Saravane","VLSV"),
(6238,4,84,"Segeletz Airport","Segeletz","EDAI"),
(6239,4,210,"Fuentemilanos Airport","Segovia","LEFM"),
(6240,4,113,"Akeno Airport","Akeno","RJOE"),
(6241,4,251,"Ust-Kamchatsk Airport","Ust Kamchatsk","UHPK"),
(6242,4,237,"Oconomowoc Airport","Oconomowoc","0WI8"),
(6243,4,251,"Kozyrevsk Airport","Kozyrevsk","UHPO"),
(6244,4,251,"Dikson Airport","Dikson","UODD"),
(6245,4,16,"Beverley Airport","Mine Site","YBEE"),
(6246,4,108,"Bantry Aerodrome","Bantry","EIBN"),
(6247,4,207,"Aliwal North Airport","Aliwal North","FAAN"),
(6248,4,207,"Alkantpan Copper Airport","Alkantpan","FACO"),
(6249,4,207,"Alldays Airport","Alldays","FAAL"),
(6250,4,207,"Barberton Airport","Barberton","FABR"),
(6251,4,237,"Butler Co Regional Airport - Hogan Field","Hamilton","KHAO"),
(6252,4,117,"Bungoma Airport","Bungoma","HKBU"),
(6253,4,117,"Bura East Airport","Bura","HKBR"),
(6254,4,117,"Busia Airport","Busia","HKBA"),
(6255,4,117,"Embu Airport","Embu","HKEM"),
(6256,4,117,"Garba Tula Airport","Garba Tula","HKGT"),
(6257,4,117,"Garissa Airport","Garissa","HKGA"),
(6258,4,117,"Hola Airport","Hola","HKHO"),
(6259,4,117,"Homa Bay Airport","Homa Bay","HKHB"),
(6260,4,117,"Isiolo Airport","Isiolo","HKIS"),
(6261,4,117,"Kericho Airport","Kericho","HKKR"),
(6262,4,117,"Kilaguni Airport","Kilaguni","HKKL"),
(6263,4,134,"Antsirabe Airport","Antsirabe","FMME"),
(6264,4,134,"Bekily Airport","Bekily","FMSL"),
(6265,4,251,"Ust-Tsylma Airport","Ust-Tsylma","UUYX"),
(6266,4,251,"Gorno-Altaysk Airport","Gorno-Altaysk","UNBG"),
(6267,4,237,"Fond du Lac County Airport","Fond du Lac","KFLD"),
(6268,4,237,"Waupaca Municipal Airport","Waupaca","KPCZ"),
(6269,4,237,"Stevens Point Municipal Airport","Stevens Point","KSTE"),
(6270,4,251,"Mys Shmidta Airport","Mys Shmidta","UHMI"),
(6271,4,251,"Moma Airport","Honuu","UEMA"),
(6272,4,237,"Luce County Airport","Newberry","KERY"),
(6273,4,84,"Peenemünde Airport","Peenemunde","EDCP"),
(6274,4,178,"Góraszka Airport","Goraszka","EPGO"),
(6275,4,105,"Nusawiru Airport","Nusawiru","WI1A"),
(6276,4,237,"Galion Municipal Airport","Galion","KGQQ"),
(6277,4,66,"Tiputini Airport","Tiputini","SETI"),
(6278,4,66,"Rio Amazonas Airport","Pastaza","SESM"),
(6279,4,237,"Clarksville–Montgomery County Regional Airport","Clarksville","KCKV"),
(6280,4,237,"Lompoc Airport","Lompoc","KLPC"),
(6281,4,237,"Chester County G O Carlson Airport","Coatesville","KMQS"),
(6282,4,3,"Bost Airport","Lashkar Gah","OABT"),
(6283,4,18,"Lankaran International Airport","Lankaran","UBBL"),
(6284,4,18,"Gabala International Airport","Qabala","UBBQ"),
(6285,4,18,"Zaqatala International Airport","Zaqatala","UBBY"),
(6286,4,237,"Lake Placid Airport","Lake Placid","KLKP"),
(6287,4,251,"Magan Airport","Yakutsk","UEMM"),
(6288,4,251,"Cooma Hospital Helipad","Yuzhno-Kurilsk","YXCM"),
(6289,4,237,"Lima Allen County Airport","Lima","KAOH"),
(6290,4,520,"Sondok Airport","Hamhung","ZKSD"),
(6291,4,237,"Malcolm McKinnon Airport","Brunswick","KSSI"),
(6292,4,237,"Beaver County Airport","Beaver Falls","KBVI"),
(6293,4,237,"Georgetown County Airport","Georgetown","KGGE"),
(6294,4,237,"Hardwick Field","Cleveland","KHDI"),
(6295,4,237,"Renton Municipal Airport","Renton","KRNT"),
(6296,4,237,"Brackett Field","La Verne","KPOC"),
(6297,4,237,"Cross City Airport","Cross City","KCTY"),
(6298,4,237,"Oconee County Regional Airport","Clemson","KCEU"),
(6299,4,237,"Beech Factory Airport","Wichita","KBEC"),
(6300,4,105,"Tabing Airport","Padang","WIMG"),
(6301,4,237,"Tom B. David Field","Calhoun","KCZL"),
(6302,4,237,"Habersham County Airport","Cornelia","KAJR"),
(6303,4,237,"Georgetown Municipal Airport","Georgetown","KGTU"),
(6304,4,237,"Old Rhinebeck Airport","Rhinebeck","NY94"),
(6305,4,236,"Duxford Aerodrome","Duxford","EGSU"),
(6306,4,237,"Sidney Municipal-Lloyd W Carr Field","Sidney","KSNY"),
(6307,4,16,"Great Keppel Is Airport","Great Keppel Island","YGKL"),
(6308,4,16,"Roper Bar Airport","Roper Bar","YRRB"),
(6309,4,16,"Mount Garnet Airport","Mount Garnet","YMRT"),
(6310,4,16,"Innisfail Airport","Innisfail","YIFL"),
(6311,4,237,"Kalaeloa Airport","Kapolei","PHJR"),
(6312,4,3,"Bamiyan Airport","Bamyan","OABN"),
(6313,4,16,"Moomba Airport","Moomba","YOOM"),
(6314,4,237,"Iosco County Airport","East Tawas","K6D9"),
(6315,4,237,"Madison County Executive Airport-Tom Sharp Jr Field","Huntsville","KMDQ"),
(6316,4,237,"Leesburg Executive Airport","Leesburg","KJYO"),
(6317,4,237,"Anoka County-Blaine (Janes Field) Airport","Anoka","KANE"),
(6318,4,46,"Robinson Crusoe Airport","San Juan Bautista","SCIR"),
(6319,4,137,"Villa Airport","Maamigili","VRMV"),
(6320,4,47,"Lingling Airport","Yongzhou","ZGLG"),
(6321,4,57,"Lošinj Island Airport","Mali Losinj","LDLO"),
(6322,4,16,"Onslow Airport","Onslow","YOLW"),
(6323,4,16,"Theodore Airport","Theodore","YTDR"),
(6324,4,237,"Williamson Sodus Airport","Williamson","KSDC"),
(6325,4,236,"Fairoaks Airport","Fairoaks","EGTF"),
(6326,4,237,"Boulder Municipal Airport","Boulder","KBDU"),
(6327,4,84,"Neustadt-Glewe Airport","Neustadt-Glewe","EDAN"),
(6328,4,23,"Goetsenhoven Air Base","GOETSENHOVEN","EBTN"),
(6329,4,84,"Tutow Airport","Wildenrath","EDUW"),
(6330,4,84,"Bremgarten Airport","Bremgarten","EDTG"),
(6331,4,84,"Bitburg Airport","Birburg","EDRB"),
(6332,4,237,"Palo Alto Airport of Santa Clara County","Palo Alto","KPAO"),
(6333,4,251,"Ust-Nera Airport","Ust-Nera","UEMT"),
(6334,4,61,"Letište Vysoké Mýto","Vysoke Myto","LKVM"),
(6335,4,23,"Spa (la Sauvenière) Airport","Spa","EBSP"),
(6336,4,237,"Falcon Field","Mesa","KFFZ"),
(6337,4,237,"Coolidge Municipal Airport","Cooldige","KP08"),
(6338,4,237,"Cottonwood Airport","Cottonwood","KP52"),
(6339,4,23,"Suarlée Airport","Namur","EBNM"),
(6340,4,23,"Kiewit Airfield Hasselt","Hasselt","EBZH"),
(6341,4,237,"Ak-Chin Regional Airport","Phoenix","KA39"),
(6342,4,237,"Wickenburg Municipal Airport","Wickenburg","KE25"),
(6343,4,47,"Yangzhou Taizhou Airport","Yangzhou","ZSYA"),
(6344,4,237,"Oakland County International Airport","Pontiac","KPTK"),
(6345,4,94,"Kissidougou Airport","Kissidougou","GUKU"),
(6346,4,237,"Dillant Hopkins Airport","Keene","KEEN"),
(6347,4,58,"Kawama Airport","Kawama","MUKW"),
(6348,4,137,"Kooddoo Airport","Kooddoo","VRMO"),
(6349,4,237,"Glasgow Industrial Airport","Glasgow","07MT"),
(6350,4,236,"Rochester Airport","Rochester","EGTO"),
(6351,4,13,"Termas de Río Hondo international Airport","Rio Hondo","SANR"),
(6352,4,155,"Keetmanshoop Airport","Keetmanshoop","FYKT"),
(6353,4,47,"Kangding Airport","Kangding","ZUKD"),
(6354,4,237,"Iowa City Municipal Airport","Iowa City","KIOW"),
(6355,4,47,"Turpan Jiaohe Airport","Turpan","ZWTP"),
(6356,4,33,"Lorenzo Airport","Morro de Sao Paulo","SNCL"),
(6357,4,237,"Windom Municipal Airport","Windom","KMWM"),
(6358,4,237,"Longview Ranch Airport","Longview","OG39"),
(6359,4,236,"Rothera Research Station","Rothera Research Station","EGAR"),
(6360,4,251,"Sortavala Airport","Sortavala","ULPW"),
(6361,4,237,"Lee Airport","Annapolis","KANP"),
(6362,4,153,"Cuamba Airport","Cuamba","FQCB"),
(6363,4,251,"Bodaybo Airport","Bodaibo","UIKB"),
(6364,4,234,"Zhytomyr Airport","Zhytomyr","UKKV"),
(6365,4,130,"Paluknys Airport","Paluknys","EYVP"),
(6366,4,211,"Mattala Rajapaksa International Airport","Mattala","VCRI"),
(6367,4,237,"Pecos Municipal Airport","Pecos","KPEQ"),
(6368,4,237,"Hattiesburg Bobby L Chain Municipal Airport","Hattiesburg","KHBG"),
(6369,4,33,"Botucatu - Tancredo de Almeida Neves Airport","Botucatu","SDBK"),
(6370,4,33,"Base Aérea Airport","Anapolis","SBAN"),
(6371,4,33,"São Carlos Airport","Sao Carlos","SDSC"),
(6372,4,237,"Chan Gurney Municipal Airport","Yankton","KYKN"),
(6373,4,235,"Sir Bani Yas Airport","Sir Bani Yas Island","OMBY"),
(6374,4,41,"Bromont (Roland Desourdy) Airport","Bromont","CZBM"),
(6375,4,236,"Beccles Airport","Beccles","EGSM"),
(6376,4,39,"Kratie Airport","Kratie","VDKT"),
(6377,4,46,"Caldera Airport","Caldera","SCCL"),
(6378,4,46,"San Pedro de Atacama Airport","San Pedro de Atacama","SCPE"),
(6379,4,28,"Copacabana Airport","Copacabana","SLCC"),
(6380,4,47,"Guyuan Liupanshan Airport","Guyuan","ZLGY"),
(6381,4,236,"RAF Brawdy","Brawdy","EGDA"),
(6382,4,47,"Changhai Airport","Changhai","ZYCH"),
(6383,4,236,"Redhill Aerodrome","Redhill","EGKR"),
(6384,4,16,"Chinchilla Airport","Chinchilla","YCCA"),
(6385,4,237,"Hayward Executive Airport","Hayward","KHWD"),
(6386,4,160,"Motueka Airport","Motueka","NZMK"),
(6387,4,16,"Shute Harbour Airport","Shute Harbour","YSHR"),
(6388,4,237,"Ann Arbor Municipal Airport","Ann Arbor","KARB"),
(6389,4,16,"Shepparton Airport","Shepparton","YSHT"),
(6390,4,16,"Temora Airport","Temora","YTEM"),
(6391,4,16,"Gayndah Airport","Gayndah","YGAY"),
(6392,4,16,"Wilcannia Airport","Wilcannia","YWCA"),
(6393,4,16,"Ivanhoe Airport","Ivanhoe","YIVO"),
(6394,4,16,"Menindee Airport","Menindee","YMED"),
(6395,4,16,"Pooncarie Airport","Pooncarie","YPCE"),
(6396,4,16,"Tilpa Airport","Tilpa","YTLP"),
(6397,4,217,"Reichenbach Air Base","Reichenbach im Kandertal","LSGR"),
(6398,4,47,"Bijie Feixiong Airport","Bijie","ZUBJ"),
(6399,4,251,"Lensk Airport","Lensk","UERL"),
(6400,4,251,"Kavalerovo Airport","Kavalerovo","UHWK"),
(6401,4,229,"Sanliurfa GAP Airport","Sanliurfa","LTCS"),
(6402,4,229,"Zafer Airport","Kutahya","LTBZ"),
(6403,4,251,"Velikiye Luki Airport","Velikiye Luki","ULOL"),
(6404,4,104,"Yelahanka Air Force Station","Bangalore","VOYK"),
(6405,4,251,"Yeltsovka Airport","Novosibirsk","UNNE"),
(6406,4,251,"Kodinsk Airport","Kodinsk","UNKI"),
(6407,4,16,"Lake Macquarie Airport","Lake Macquarie","YPEC"),
(6408,4,237,"Henry County Airport","Hampton","K4A7"),
(6409,4,16,"Brampton Island Airport","Brampton Island","YBPI"),
(6410,4,237,"Alameda Naval Air Station","Alameda","KNGZ"),
(6411,4,62,"Endelave Flyveplads","Endelage","EKEL"),
(6412,4,17,"St. Johann In Tirol Airport","St. Johann in Tirol","LOIJ"),
(6413,4,84,"Thalmässing-Waizenhofen Airport","Thalmaessing","EDPW"),
(6414,4,41,"Cochrane Airport","Cochrane","CYCN"),
(6415,4,33,"Estadual Arthur Siqueira Airport","Braganca Paulista","SBBP"),
(6416,4,16,"Busselton Regional Airport","Brusselton","YBLN"),
(6417,4,251,"Srednekolymsk Airport","Srednekolymsk","UESK"),
(6418,4,237,"Comarapa Airport","Salt Lake City","SLCR"),
(6419,4,16,"Inverell Airport","Inverell","YIVL"),
(6420,4,16,"Glen Innes Airport","Glen Innes","YGLI"),
(6421,4,84,"Ansbach-Petersdorf Airport","Ansbach","EDQF"),
(6422,4,237,"Immokalee Regional Airport","Immokalee ","KIMM"),
(6423,4,105,"Maranggo Airport","Sulawesi Tenggara","WA44"),
(6424,4,237,"Rancho San Simeon Airport","Cambria","66CA"),
(6425,4,47,"Yichun Mingyueshan Airport","Yichun","ZSYC"),
(6426,4,237,"Dinwiddie County Airport","Petersburg","KPTB"),
(6427,4,52,"Kasongo Airport","Kasongo","FZOK"),
(6428,4,11,"McMurdo Station Pegasus Field","McMurdo Station","NZPG"),
(6429,4,61,"Klatovy Airport","Klatovy","LKKT"),
(6430,4,237,"Sheboygan County Memorial Airport","Sheboygan","KSBM"),
(6431,4,16,"Fortescue - Dave Forrest Aerodrome","Cloudbreak","YFDF"),
(6432,4,157,"Kangel Danda Airport","Kangel Danda","VNKL"),
(6433,4,157,"Bajura Airport","Bajura","VNBR"),
(6434,4,251,"Chara Airport","Chara","UIAR"),
(6435,4,62,"Herning Airport","Herning","EKHG"),
(6436,4,84,"Oberschleißheim Airfield","Schleissheim","EDNX"),
(6437,4,237,"Pinal Airpark","Marana","KMZJ"),
(6438,4,237,"Glendale Municipal Airport","Glendale","KGEU"),
(6439,4,237,"Safford Regional Airport","Safford","KSAD"),
(6440,4,84,"Verden-Scharnhorst Airfield","Verden","EDWV"),
(6441,4,84,"Nittenau-Bruck Airport","Nittenau","EDNM"),
(6442,4,113,"Kerama Airport","Kerama","ROKR"),
(6443,4,33,"Americana Airport","Americana","SDAI"),
(6444,4,116,"Ekibastuz Airport","Ekibastuz","UASB"),
(6445,4,251,"Adamovka","Adamovka","UWOD"),
(6446,4,251,"Kvarkeno","Kvarkeno","UWOH"),
(6447,4,237,"Sikeston Memorial Municipal Airport","Sikeston","KSIK"),
(6448,4,79,"Tetiaroa Airport","Tetiaroa","NTTE"),
(6449,4,237,"Floyd Bennett Memorial Airport","Queensbury","KGFL"),
(6450,4,237,"Saratoga County Airport","Ballston Spa","K5B2"),
(6451,4,237,"Crystal River Airport","Crystal River","KCGC"),
(6452,4,237,"Martin State Airport","Baltimore","KMTN"),
(6453,4,237,"Lincoln Regional Karl Harder Field","Lincoln","KLHM"),
(6454,4,237,"Fostoria Metropolitan Airport","Fostoria","KFZI"),
(6455,4,237,"Eastern Slopes Regional Airport","Fryeburg","KIZG"),
(6456,4,237,"Coral Creek Airport","Placida","FA54"),
(6457,4,237,"Lakefront Airport","New Orleans","KNEW"),
(6458,4,237,"Coeur D'Alene - Pappy Boyington Field","Coeur d'Alene","KCOE"),
(6459,4,237,"Beaumont Municipal Airport","Beaumont","KBMT"),
(6460,4,237,"Vermilion Regional Airport","Danville","KDNV"),
(6461,4,16,"Coonabarabran Airport","Coonabarabran","YCBB"),
(6462,4,237,"Space Coast Regional Airport","Titusville","KTIX"),
(6463,4,250,"Bumi Airport","Bumi Hills","FVBM"),
(6464,4,16,"Warnervale Airport","Warnervale Airport","YWVA"),
(6465,4,152,"Bouarfa Airport","Bouarfa","GMFB"),
(6466,4,117,"Nyeri Airport","NYERI","HKNI"),
(6467,4,237,"Andrau Airpark","Houston","KAAP"),
(6468,4,237,"Flying Cloud Airport","Eden Prairie","KFCM"),
(6469,4,135,"Likoma Island Airport","Likoma Island","FWLK"),
(6470,4,237,"Johnson County Executive Airport","Olathe","KOJC"),
(6471,4,211,"Sigiriya Air Force Base","Sigiriya","VCCS"),
(6472,4,84,"Neumünster Airport","Neumuenster","EDHN"),
(6473,4,222,"Tak Airport","Tak","VTPT"),
(6474,4,41,"Barrie-Orillia (Lake Simcoe Regional Airport)","Barrie-Orillia","CYLS"),
(6475,4,41,"Huronia Airport","Midland","CYEE"),
(6476,4,41,"Markham Airport","Markham","CNU8"),
(6477,4,41,"Stanhope Municipal Airport","Haliburton","CND4"),
(6478,4,41,"Kawartha Lakes (Lindsay) Airport","Lindsay","CNF4"),
(6479,4,41,"Niagara District Airport","Saint Catherines","CYSN"),
(6480,4,41,"Edenvale Aerodrome","Edenvale","CNV8"),
(6481,4,41,"Orillia Airport","Orillia","CNJ4"),
(6482,4,41,"Holland Landing Airpark","Holland Landing","CLA4"),
(6483,4,41,"Parry Sound Area Municipal Airport","Parry Sound","CNK4"),
(6484,4,41,"Hanover / Saugeen Municipal Airport","Hanover","CYHS"),
(6485,4,237,"Brandywine Airport","West Goshen Township","KOQN"),
(6486,4,237,"Manassas Regional Airport/Harry P. Davis Field","Manassas","KHEF"),
(6487,4,237,"Texas Gulf Coast Regional Airport","Angleton","KLBX"),
(6488,4,61,"Bubovice Airport","Bubovice","LKBU"),
(6489,4,167,"Rakkestad Astorp Airport","Rakkestad","ENRK"),
(6490,4,229,"Kastamonu Airport","Kastamonu","LTAL"),
(6491,4,236,"Elstree Airfield","Elstree","EGTR"),
(6492,4,236,"Sandtoft Airfield","Sandtoft","EGCF"),
(6493,4,209,"Torit Airport","Torit","HSTR"),
(6494,4,237,"Shelby County Airport","Shelbyville","K2H0"),
(6495,4,47,"Lüliang Airport","Lvliang","ZBLL"),
(6496,4,47,"Daocheng Yading Airport","Daocheng","ZUDC"),
(6497,4,47,"Gannan Xiahe Airport","Xiahe city","ZLXH"),
(6498,4,216,"Vängsö Airport","Vangso","ESSZ"),
(6499,4,111,"Comiso Airport","Comiso","LICB"),
(6500,4,237,"Enumclaw Airport","Enumclaw","WA77"),
(6501,4,251,"Markovo Airport","Markovo","UHMO"),
(6502,4,251,"Seymchan Airport","Seymchan","UHMS"),
(6503,4,251,"Zyryanka Airport","Zyryanka","UESU"),
(6504,4,251,"Susuman Airport","Susuman","UHMH"),
(6505,4,251,"Ust-Maya Airport","Ust-Maya","UEMU"),
(6506,4,251,"Aldan Airport","Aldan","UEEA"),
(6507,4,251,"Olyokminsk Airport","Olekminsk","UEMO"),
(6508,4,251,"Vitim Airport","Vitim","UERT"),
(6509,4,84,"Pellworm Field","Pellworm","EDHP"),
(6510,4,47,"Xinyuan Nalati Airport","Xinyuan","ZWNL"),
(6511,4,77,"Fontaine Airport","Belfort","LFSQ"),
(6512,4,237,"Fairfield County Airport","Winnsboro","KFDW"),
(6513,4,63,"Obock Airport","Obock","HDOB"),
(6514,4,63,"Tadjoura Airport","Tadjoura","HDTJ"),
(6515,4,92,"Santa Cruz del Quiche Airport","Santa Cruz des Quiche","MGQC"),
(6516,4,103,"Norðfjörður Airport","Nordfjordur","BINF"),
(6517,4,229,"Bursa Airport","Bursa","LTBE"),
(6518,4,237,"Skyhaven Airport","Rochester","KDAW"),
(6519,4,105,"Waris Airport","Waris-Papua Island","WAJR"),
(6520,4,237,"Newton City-County Airport","Newton","KEWK"),
(6521,4,77,"La Ferté Alais Airfield","La Ferte Alais","LFFQ"),
(6522,4,16,"Bairnsdale Airport","Bairnsdale","YBNS"),
(6523,4,237,"Taszár Air Base","Columbus","LHTA"),
(6524,4,237,"Fort Bridger Airport","Fort Bridger","KFBR"),
(6525,4,237,"Prosser Airport","Prosser","KS40"),
(6526,4,237,"Chehalis Centralia Airport","Chehalis","KCLS"),
(6527,4,237,"Desert Aire Regional Airport","Mattawa","KM94"),
(6528,4,237,"Evanston-Uinta County Airport-Burns Field","Evanston","KEVW"),
(6529,4,237,"Sabetha Municipal Airport","Sabetha","KK83"),
(6530,4,237,"Mt Pleasant Regional-Faison field","Mount Pleasant","KLRO"),
(6531,4,237,"Jimmy Carter Regional Airport","Americus","KACJ"),
(6532,4,237,"Weedon Field","Eufala","KEUF"),
(6533,4,237,"Saluda County Airport","Saluda","K6J4"),
(6534,4,237,"Dare County Regional Airport","Manteo","KMQI"),
(6535,4,237,"Auburn Opelika Robert G. Pitts Airport","Auburn","KAUO"),
(6536,4,237,"Tri Cities Airport","Endicott","KCZG"),
(6537,4,237,"Bessemer Airport","Bessemer","KEKY"),
(6538,4,237,"Colorado Springs East Airport","Ellicott","KA50"),
(6539,4,237,"Crystal Airport","Crystal","KMIC"),
(6540,4,237,"Clarke County Airport","Quitman","K23M"),
(6541,4,237,"W H 'Bud' Barron Airport","Dublin","KDBN"),
(6542,4,79,"Pukarua Airport","Pukarua","NTGQ"),
(6543,4,233,"Kabale Airport","Kabale","HUKB"),
(6544,4,77,"Guatuso Airport","Marigot","MRGT"),
(6545,4,210,"Central Bolívar Airport","Sevilla","SVSJ"),
(6546,4,237,"Corvallis Municipal Airport","Corvallis","KCVO"),
(6547,4,183,"Tuzla Romania Airport","Tuzla","LRTZ"),
(6548,4,237,"El Almendro Airport","Scranton","SCRT"),
(6549,4,237,"San Agustin Airport","Morristown","MRST"),
(6550,4,506,"Samambaia Heliport","Saint Denis","SDNS"),
(6551,4,39,"Fazenda Campo Verde Airport","Sihanoukville","SNKV"),
(6552,4,16,"Prominent Hill Airport","Prominent Hill","YPMH"),
(6553,4,237,"Cowra Airport","Chatsworth","YCWR"),
(6554,4,16,"Coral Bay Airport","Coral Bay","YCOY"),
(6555,4,237,"Ogden Hinckley Airport","Ogden","KOGD"),
(6556,4,235,"Lake Country Regional Airport","Clarksville","KW63"),
(6557,4,237,"Robert S Kerr Airport","Poteau","KRKR"),
(6558,4,237,"Colorado Plains Regional Airport","Akron","KAKO"),
(6559,4,237,"Sanderson Field","Shelton","KSHN"),
(6560,4,237,"Napakiak Airport","Napakiak","PANA"),
(6561,4,237,"Napaskiak Airport","Napaskiak","PAPK"),
(6562,4,237,"Tok Airport","Tok","PATJ"),
(6563,4,41,"Bedwell Harbour Seaplane Base","Bedwell Harbour","CAB3"),
(6564,4,236,"Popham Airfield","Popham","EGHP"),
(6565,4,237,"Causey Airport","Liberty","K2A5"),
(6566,4,19,"Abaco I Walker C Airport","Walker's Cay","MYAW"),
(6567,4,19,"Black Point Airstrip","Black Point","MYEB"),
